0,100808
1,100789
2,100799
3,100845
4,100903
5,100956
6,100959
7,100968
8,100968
9,100968
10,100975
11,100983
12,101040
13,101057
14,101096
15,101156
16,101185
17,101294
18,101415
19,101496
20,101511
